"CSCN","Drug","Class","CSA Schedule","Narcotic","Other Names"
"2789","Diclazepam (7-chloro-5-(2-chloro-5-(2-chlorophenyl)-1-methyl-1,3-dihydro-2H-benzo[e][1,4]diazepin-2-one","","I","N",""
"1610","Diethylpropion","stimulant","IV","N","Tenuate, Tepanil"
"9616","Diethylthiambutene","opioid","I","Y",""
"7434","Diethyltryptamine","hallucinogen","I","N","DET, N,N-Diethyltryptamine (Positional Isomer: N-Methyl-N-isopropyltryptamine (MiPT))"
"9168","Difenoxin","opioid","I","Y","Lyspafen"
"9167","Difenoxin 1 mg/25 ug AtSO4/du","narcotic","IV","Y","Motofen"
"n/a","Difenoxin preparations - 0.5 mg/25 ug AtSO4/du","opioid","V","Y","Motofen"
"9120","Dihydrocodeine","opioid","II","Y","Didrate, Parzone"
"9807","Dihydrocodeine combination product 90 mg/du","hallucinogen","III","Y","Synalgos-DC, Compal"
"n/a","Dihydrocodeine preparations 100mg/(100 ml or 100gm)","opioid","V","Y","Cophene-S, various others"
"9334","Dihydroetorphine","opioid","II","Y","DHE"
"9145","Dihydromorphine","cannabimimetic agent","I","Y",""
"9617","Dimenoxadol","opioid","I","Y",""
"9618","Dimepheptanol","opioid","I","Y",""
"9619","Dimethylthiambutene","opioid","I","Y",""
"7435","Dimethyltryptamine","hallucinogen","I","N","DMT"
"9621","Dioxaphetyl butyrate","opioid","I","Y",""
"9170","Diphenoxylate","opioid","II","Y",""
"n/a","Diphenoxylate preparations 2.5 mg/25 ug AtSO4","opioid","V","Y","Lomotil, Logen"
"9622","Dipipanone","opioid","I","Y","Dipipan, phenylpiperone HCl, Diconal, Wellconal"
"7369","Dronabinol (synthetic) in sesame oil in soft gelatincapsule as approved by FDA","hallucinogen","III","N","Marinol, synthetic THC in sesame oil/soft gelatin as approved by FDA"
"7365","Dronabinol in an oral solution in a drug productapproved for marketing by the U.S. Food and DrugAdministration","hallucinogen","II","N","Syndros"
"4000","drostanolone (17β-hydroxy-2α-methyl-5α-androstan-3-one)","steroid","III","N","Drolban, Masterid, Permastril"
"9335","Drotebanol","cannabimimetic agent","I","Y","Metebanyl, oxymethebanol"
"9180","Ecgonine","stimulant","II","Y","Cocaine precursor, in Coca leaves"
"9725","Eluxadoline","other","IV","N","VIBERZI"
"2020","Embutramide","depressant","III","N","Tributane"
"2756","Estazolam","depressant","IV","N","ProSom, Domnamid, Eurodin, Nuctalon"
"4000","estra-4,9,11-triene-3,17-dione","steroid","III","N",""
"2540","Ethchlorvynol","depressant","IV","N","Placidyl"
"2545","Ethinamate","depressant","IV","N","Valmid, Valamin"
"7036","Ethyl 2-(1-(5-fluoropentyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate","cannabimimetic agent","I","N","5F-EDMB-PINACA"
"2758","Ethyl loflazepate","depressant","IV","N",""
"4000","ethylestrenol (17α-ethyl-17β-hydroxyestr-4-ene)","steroid","III","N","Maxibolin, Orabolin, Durabolin-O, Duraboral"
"9623","Ethylmethylthiambutene","opioid","I","Y",""
"9190","Ethylmorphine","opioid","II","Y","Dionin"
"9808","Ethylmorphine combination product 15 mg/du","hallucinogen","III","Y",""
"n/a","Ethylmorphine preparations 100 mg/(100 ml or 100 gm)","opioid","V","Y",""
"7547","Ethylone","","I","N","1-(1,3-benzodioxol-5-yl)-2-(ethylamino)propan-1-one; 3,4-methylenedioxy-N-ethylcathinone; bk-MDEA; MDEC"
"2780","Etizolam (4-(2-chlorophenyl)-2-ethyl-9-methyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepine","","I","N",""
"9765","Etodesnitazene; etazene  (2-(2-(4-ethoxybenzyl)-1H-benzimidazol-1-yl)-N,N-diethylethan-1-amine)","","I","Y",""
"9624","Etonitazene","opioid","I","Y",""
"9056","Etorphine (except HCl)","cannabimimetic agent","I","Y",""
"9059","Etorphine HCl","opioid","II","Y","M 99"
"9625","Etoxeridine","opioid","I","Y",""
"7549","Eutylone","","I","N","1-(1,3-benzodioxol-5-yl)-2-(ethylamino)butan-1-one, bk-EBDB"
"2779","Ezogabine","other","V","N","Potiga"
"1760","Fencamfamin","stimulant","IV","N","Reactivan"
"1503","Fenethylline","stimulant","I","N","Captagon,amfetyline,ethyltheophylline amphetamine"
"1575","Fenproporex","stimulant","IV","N","Gacilin, Solvolip"
"9801","Fentanyl","opioid","II","Y","Duragesic, Oralet, Actiq, Sublimaze, Innovar"
"9851","Fentanyl carbamate (ethyl (1-phenethylpiperidin-4-yl)(phenyl)carbamate)","opioid","I","Y",""
"9850","Fentanyl related-substances as defined in 21 CFR1308.11(h)","","I","Y",""
"2785","Flualprazolam (8-chloro-6-(2-fluorophenyl)-1-methyl-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)","","I","N",""
"2788","Flubromazolam (8-bromo-6-(2-fluorophenyl)-1-methyl-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine","","I","N","8-bromo-6-(2-fluorophenyl)-1-methyl-4H- [1,2,4]triazolo[4,3-a][1,4]benzodiazepine"
"2759","Fludiazepam","depressant","IV","N",""
"9756","Flunitazene (N,N-diethyl-2-(2-(4-fluorobenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amine)","","I","Y",""
"2763","Flunitrazepam","depressant","IV","N","Rohypnol, Narcozep, Darkene, Roipnol"
"4000","fluoxymesterone (9-fluoro-17α-methyl-11β,17β-dihydroxyandrost-4-en-3-one)","steroid","III","N","Anadroid-F, Halotestin, Ora-Testryl"
"2767","Flurazepam","depressant","IV","N","Dalmane"
"4000","formebolone (2-formyl-17α-methyl-11α,17β-dihydroxyandrost-1,4-dien-3-one)","steroid","III","N","Esiclene, Hubernol"
"2138","Fospropofol","depressant","IV","N","Lusedra"
"9834","Furanyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylfuran-2-carboxamide)","opioid","I","Y",""
"4000","furazabol (17α-methyl-17β-hydroxyandrostano[2,3-c]-furazan)","steroid","III","N","Frazalon, Miotolon, Qu Zhi Shu"
"9626","Furethidine","opioid","I","Y",""
"2010","Gamma Hydroxybutyric Acid","depressant","I","N","GHB, gamma hydroxybutyrate, sodium oxybate"
"2012","Gamma Hydroxybutyric Acid preparations","depressant","III","N","Xyrem"
"2401","Ganaxolone (3α-hydroxy-3β-methyl-5α-pregnan-20-one)","other","V","N",""
"2550","Glutethimide","depressant","II","N","Doriden, Dorimide"
"2762","Halazepam","depressant","IV","N","Paxipam"
"2771","Haloxazolam","depressant","IV","N",""
"9200","Heroin","cannabimimetic agent","I","Y","Diacetylmorphine, diamorphine"
"9193","Hydrocodone","opioid","II","Y","dihydrocodeinone"
"9301","Hydromorphinol","cannabimimetic agent","I","Y",""
"9150","Hydromorphone","opioid","II","Y","Dilaudid, dihydromorphinone"
"9627","Hydroxypethidine","opioid","I","Y",""
"7260","Ibogaine","hallucinogen","I","N","Constituent of ""Tabernanthe iboga"" plant"
"9827","Isobutyryl fentanyl","opioid","I","Y","N-(1-phenethylpiperidin-4-yl)-N-phenylisobutyramide"
"9226","Isomethadone","opioid","II","Y","Isoamidone"
"9614","Isotonitazene  (N,N-diethyl-2-(2-(4 isopropoxybenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amine)","opioid","I","Y","N,N-diethyl-2-[[4-(1-methylethoxy)phenyl]methyl]-5- nitro-1H-benzimidazole-1-ethanamine"
"9862","Isovaleryl fentanyl (3-methyl-N-(1-phenethylpiperidin-4-yl)-N-phenylbutanamide)","","I","Y",""
"7118","JWH-018 (also known as AM678) (1-Pentyl-3-(1-naphthoyl)indole)","cannabimimetic agent","I","N","JWH-018 and AM-678"
"7019","JWH-019 (1-Hexyl-3-(1-naphthoyl)indole)","cannabimimetic agent","I","N","JWH-019"
"7173","JWH-073 (1-Butyl-3-(1-naphthoyl)indole)","cannabimimetic agent","I","N","JWH-073"
"7081","JWH-081 (1-Pentyl-3-(1-(4-methoxynaphthoyl)indole)","cannabimimetic agent","I","N","JWH-081"
"7122","JWH-122 (1-Pentyl-3-(4-methyl-1-naphthoyl)indole)","cannabimimetic agent","I","N","JWH-122"
"7200","JWH-200 (1-[2-(4-Morpholinyl)ethyl]-3-(1-naphthoyl)indole)","cannabimimetic agent","I","N","JWH-200"
"7203","JWH-203  (1-Pentyl-3-(2-chlorophenylacetyl)indole)","cannabimimetic agent","I","N","JWH-203"
"6250","JWH-250 (1-Pentyl-3-(2-methoxyphenylacetyl)indole)","cannabimimetic agent","I","N","JWH-250"
"7398","JWH-398 (1-Pentyl-3-(4-chloro-1-naphthoyl)indole)","cannabimimetic agent","I","N","JWH-398"
"7285","Ketamine","depressant","III","N","Ketaset, Ketalar, Special K, K"
"2772","Ketazolam","depressant","IV","N","Anxon, Loftran, Solatran, Contamex"
"9628","Ketobemidone","opioid","I","Y","Cliradon"
"2746","Lacosamide","other","V","N","Vimpat"
"2790","Lasmiditan [2,4,6-trifluoro-N-(6-(1-methylpiperidine-4-carbonyl)pyridine-2-yl-benzamide]","other","V","N","Reyvow"
"2245","Lemborexant","depressant","IV","N","(1R,2S)-2-[(2,4-dimethylpyrimidin-5-yl)oxymethyl]-2- (3-fluorophenyl)-N-(5-fluoropyridin-2-yl)cyclopropane- 1-carboxamide"
"9648","Levo-alphacetylmethadol","opioid","II","Y","LAAM, long acting methadone, levomethadyl acetate"
"9210","Levomethorphan","opioid","II","Y",""
"9629","Levomoramide","opioid","I","Y",""
"9631","Levophenacylmorphan","opioid","I","Y",""
"9220","Levorphanol","opioid","II","Y","Levo-Dromoran"
"1205","Lisdexamfetamine","stimulant","II","N","Vyvanse"
"2773","Loprazolam","depressant","IV","N",""
"2885","Lorazepam","depressant","IV","N","Ativan"
"1625","Lorcaserin","lorcaserin","IV","N","Belviq"
"2774","Lormetazepam","depressant","IV","N","Noctamid"
"7300","Lysergic acid","depressant","III","N","LSD precursor"
"7310","Lysergic acid amide","depressant","III","N","LSD precursor"
"7315","Lysergic acid diethylamide","hallucinogen","I","N","LSD, lysergide"
"7032","MAB-CHMINACA  (N-(1-amino-3,3dimethyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide)","cannabimimetic agent","I","N","MAB-CHMINACA and ADB-CHMINACA"
"7360","Marihuana","hallucinogen","I","N","Cannabis, marijuana"
"7350","Marihuana Extract","","I","N",""
"1605","Mazindol","stimulant","IV","N","Sanorex, Mazanor"
"7090","MDMB-4en-PINACA (methyl 3,3-dimethyl-2-(1-(pent-4-en-1-yl)-1H-indazole-3-carboxamido)butanoate)","","I","N","MDMB-4en-PINACA"
"7042","MDMB–CHMICA, MMB–CHMINACA (Methyl 2-(1-(cyclohexylmethyl)-1H-indole-3-carboxamido)-3,3-dimethylbutanoate)","cannabimimetic agent","I","N","MDMB-CHMICA, MMB-CHMINACA"
"7020","MDMB–FUBINACA (Methyl 2-(1-(4-fluorobenzyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate)","cannabimimetic agent","I","N","MDMB-FUBINACA (Positional Isomer: EMB-FUBINACA)"
"7535","MDPV (3,4-Methylenedioxypyrovalerone)","hallucinogen","I","N","MDPV (Positional Isomers: 1-(1,3-benzodioxol-5-yl)-2- (cyclohexylamino)propan-1-one(n-cyclohexyl methylone or 3,4-methylenedioxy-α- cyclohexylaminopropiophenone) ; 1-(1,3-benzodioxol- 4-yl)-2-(pyrrolidin-1-yl)pentan-1-one (2,3- methylenedioxy pyrovalerone"
"2800","Mebutamate","depressant","IV","N","Capla"
"2572","Mecloqualone","depressant","I","N","Nubarene"
"2836","Medazepam","depressant","IV","N","Nobrium"
"1580","Mefenorex","stimulant","IV","N","Anorexic, Amexate, Doracil, Pondinil"
"9230","Meperidine","opioid","II","Y","Demerol, Mepergan, pethidine"
"9232","Meperidine intermediate-A","opioid","II","Y","Meperidine precursor"
"9233","Meperidine intermediate-B","opioid","II","Y","Meperidine precursor, normeperidine"
"9234","Meperidine intermediate-C","opioid","II","Y","Meperidine precursor"
"1248","Mephedrone (4-Methyl-N-methylcathinone)","hallucinogen","I","N","4-MMC (Positional Isomers: 3-Methyl-methcathinone, Buphedrone, Ethcathinone, N,N-Dimethyl-cathinone)"
"2820","Meprobamate","depressant","IV","N","Miltown, Equanil, Micrainin, Equagesic, Meprospan"
"7381","Mescaline","hallucinogen","I","N","Constituent of ""Peyote"" cacti"
"1227","Mesocarb (N-phenyl-N'-(3-(1-phenylpropan-2-yl)-1,2,3-oxadiazol-3-ium-5-yl)carbamimidate)","","I","N",""
"4000","mestanolone (17α-methyl-17β-hydroxy-5α-androstan-3-one)","steroid","III","N","Assimil, Ermalone, Methybol, Tantarone"
"4000","mesterolone (1α-methyl-17β-hydroxy-5α-androstan-3-one)","steroid","III","N","Androviron, Proviron, Testiwop"
"9857","meta-Fluorofentanyl (N-(3-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)propionamide)","","I","Y",""
"9858","meta-Fluoroisobutyryl fentanyl (N-(3-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)isobutyramide)","","I","Y",""
"9240","Metazocine","opioid","II","Y",""
"9250","Methadone","opioid","II","Y","Dolophine, Methadose, Amidone"
"9254","Methadone intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)","opioid","II","Y","Methadone precursor"
"1105","Methamphetamine","stimulant","II","N","Desoxyn, D-desoxyephedrine, ICE, Crank, Speed"
"4000","methandienone (17α-methyl-17β-hydroxyandrost-1,4-dien-3-one)","steroid","III","N","Dianabol, Metabolina, Nerobol, Perbolin"
"4000","methandriol (17α-methyl-3β,17β-dihydroxyandrost-5-ene)","steroid","III","N","Sinesex, Stenediol, Troformone"
"2565","Methaqualone","depressant","I","N","Quaalude, Parest, Somnafac, Opitimil, Mandrax"
"4000","methasterone (2α,17α-dimethyl-5α-androstan-17β-ol-3-one)","steroid","III","N","Methasterone; androstan-3-one"
"1237","Methcathinone","stimulant","I","N","N-Methylcathinone, ""cat"""
"4000","methenolone (1-methyl-17β-hydroxy-5α-androst-1-en-3-one)","steroid","III","N","Primobolan, Primobolan Depot, Primobolan S"
"1478","Methiopropamine (N-methyl-1-(thiophen-2-yl)propan-2-amine)","","I","N",""
"2264","Methohexital","depressant","IV","N","Brevital"
"7021","Methyl 2-(1-(4-fluorobenzyl)-1H-indazole-3-carboxamido)-3-methylbutanoate","cannabimimetic agent","I","N","FUB–AMB, MMB– FUBINACA, AMB–FUBINACA"
"7041","Methyl 2-(1-(5-fluoropentyl)-1H-indole-3-carboxamido)-3,3-dimethylbutanoate","cannabimimetic agent","I","N","5F-MDMB-PICA (Positional Isomer: 5F-EMB-PICA or 5-fluoro-EMB- PICA)"
"9302","Methyldesorphine","cannabimimetic agent","I","Y",""
"4000","methyldienolone (17α-methyl-17β-hydroxyestra-4,9(10)-dien-3-one)","steroid","III","N",""
"9304","Methyldihydromorphine","cannabimimetic agent","I","Y",""
"7540","Methylone (3,4-Methylenedioxy-N-methylcathinone)","hallucinogen","I","N","(Positional Isomer:  	2,3- methylenedioxymethcathinone (2,3-MDMC, 1- (benzo[d][1,3]dioxol-4-yl)-2-(methylamino)propan-1- one))"
"1724","Methylphenidate","stimulant","II","N","Concerta, Ritalin, Methylin"
"2250","Methylphenobarbital (mephobarbital)","depressant","IV","N","Mebaral, mephobarbital"
"4000","methyltestosterone (17α-methyl-17β-hydroxyandrost-4-en-3-one)","steroid","III","N","Android, Oreton, Testred, Virilon"
"4000","methyltrienolone (17α-methyl-17β-hydroxyestra-4,9,11-trien-3-one)","steroid","III","N","Metribolone"
"2575","Methyprylon","depressant","III","N","Noludar"
"9764","Metodesnitazene  (N,N-diethyl-2-(2-(4-methoxybenzyl)-1H-benzimidazol-1-yl)ethan-1-amine)","","I","Y",""
"9757","Metonitazene (N,N-diethyl-2-(2-(4-methoxybenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amine)","opioid","I","Y",""
"9260","Metopon","opioid","II","Y",""
"4000","mibolerone (7α,17α-dimethyl-17β-hydroxyestr-4-en-3-one)","steroid","III","N","Cheque, Matenon"
"2884","Midazolam","depressant","IV","N","Versed"
"7044","MMB-CHMICA, AMB-CHMICA (methyl 2-(1-(cyclohexylmethyl)-1 H-indole-3-carboxamido)-3-methylbutanoate)","cannabimimetic agent","I","N",""
"7095","MMB-FUBICA (methyl 2-(1-(4-fluorobenzyl)-1H-indole-3-carboxamido)-3-methyl butanoate","","I","N","MMB-FUBICA"
"1680","Modafinil","stimulant","IV","N","Provigil"
"9802","Moramide-intermediate","opioid","II","Y",""
"9632","Morpheridine","opioid","I","Y",""
"9300","Morphine","opioid","II","Y","MS Contin, Roxanol, Oramorph, RMS, MSIR"
"9810","Morphine combination product/50 mg/(100 ml or 100gm)","hallucinogen","III","Y",""
"9305","Morphine methylbromide","cannabimimetic agent","I","Y",""
"9306","Morphine methylsulfonate","cannabimimetic agent","I","Y",""
"9307","Morphine-N-oxide","cannabimimetic agent","I","Y",""
"9560","MT-45  (1-cyclohexyl-4-(1,2-diphenylethyl)piperazine))","opioid","I","Y","MT-45"
"9308","Myrophine","cannabimimetic agent","I","Y",""
"1480","N,N-Dimethylamphetamine","stimulant","I","N",""
"9843","N-(1-phenethylpiperidin-4-yl)-N-phenyltetrahydrofuran-2-carboxamide","opioid","I","Y","Tetrahydrofuranyl fentanyl"
"9816","N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)propionamide","opioid","I","Y","Ortho-fluorofentanyl or 2-fluorofentanyl"
"7047","N-(Adamantan-1-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide","cannabimimetic agent","I","N","FUB-AKB48; FUB-APINACA; AKB48 N-(4- FLUOROBENZYL)"
"7493","N-Benzylpiperazine","stimulant","I","N","BZP, 1-benzylpiperazine"
"9760","N-desethyl isotonitazene (N-ethyl-2-(2-(4-isopropoxylbenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amin)","","I","Y",""
"7455","N-Ethyl-1-phenylcyclohexylamine","hallucinogen","I","N","PCE"
"7482","N-Ethyl-3-piperidyl benzilate","hallucinogen","I","N","JB 323"
"1475","N-Ethylamphetamine","stimulant","I","N","NEA"
"7246","N-ethylhexedrone","stimulant","I","N","α-ethylaminohexanophenone; 2-(ethylamino)-1- phenylhexan-1-one)"
"7543","N-Ethylpentylone  (1-(1,3-benzodioxol-5-yl)-2-(ethylamino)-pentan-1-one)","stimulant","I","N","Ephylone (Positional Isomers: 3,4-methylenedioxy-α- propylaminobutiophenone;  N,N-dimethylpentylone)"
"7402","N-Hydroxy-3,4-methylenedioxyamphetamine","hallucinogen","I","N","N-hydroxy MDA"
"7484","N-Methyl-3-piperidyl benzilate","hallucinogen","I","N","JB 336"
"9761","N-piperidinyl etonitazene (2-(4-ethoxybenzyl)-5-nitro-1-(2-(piperidin-1-yl)ethyl-1H-benzimidazole)","","I","Y","etonitazepipne"
"9758","N-pyrrolidino etonitazene (2-(4-ethoxybenzyl)-5-nitro-1-(2-(pyrrolidin-1-yl)ethyl)-1H-benzimidazole)","","I","Y","etonitazepyne"
"7379","Nabilone","hallucinogen","II","N","Cesamet"
"9400","Nalorphine","other","III","Y","Nalline"
"4000","nandrolone (17β-hydroxyestr-4-en-3-one)","steroid","III","N","Deca-Durabolin, Durabolin, Durabolin-50"
"1258","Naphyrone","stimulant","I","N","naphthylpyrovalerone; 1-(naphthalen-2-yl)-2- (pyrrolidin-1-yl)pentan-1-one) (Positional Isomer: 	α-naphyrone)"
"9309","Nicocodeine","cannabimimetic agent","I","Y",""
"9312","Nicomorphine","cannabimimetic agent","I","Y","Vilan"
"2837","Nimetazepam","depressant","IV","N","Erimin"
"2834","Nitrazepam","depressant","IV","N","Mogadon"
"7221","NM2201; CBL2201 (Naphthalen-1-yl 1-(5-fluoropentyl)-1 H-indole-3-carboxylate)","cannabimimetic agent","I","N",""
"9633","Noracymethadol","opioid","I","Y",""
"4000","norbolethone (13β,17α-diethyl-17β-hydroxygon-4-en-3-one)","steroid","III","N","Genabol"
"4000","norclostebol (4-chloro-17β-hydroxyestr-4-en-3-one)","steroid","III","N","Anabol-4-19, Lentabol"
"2838","Nordiazepam","depressant","IV","N","Nordazepam, Demadar, Madar"
"4000","norethandrolone (17α-ethyl-17β-hydroxyestr-4-en-3-one)","steroid","III","N","Nilevar, Pronabol, Solevar"
"8366","Norfentanyl (N-phenyl-N-(piperidin-4-yl)propionamide)","precursor","II","Y",""
"9634","Norlevorphanol","opioid","I","Y",""
"9635","Normethadone","opioid","I","Y","Phenyldimazone"
"4000","normethandrolone (17α-methyl-17β-hydroxyestr-4-en-3-one)","steroid","III","N","Lutenin, Matronal, Orgasteron"
"9313","Normorphine","cannabimimetic agent","I","Y",""
"9668","Noroxymorphone","opioid","II","Y",""
"9636","Norpipanone","opioid","I","Y",""
"9838","Ocfentanil","opioid","I","Y","N-(2-fluorophenyl)-2-methoxy-N-(1- phenethylpiperidin-4-yl)acetamide"
"9245","Oliceridine (N-[(3-methoxythiophen-2-yl)methyl] ({2-[(9R)-9-(pyridin-2-yl)-6-oxaspiro [4.5]decan-9-yl]ethyl{time} )amine fumarate)","opioid","II","Y",""
"9809","Opium combination product 25 mg/du","hallucinogen","III","Y","Paregoric, other combination products"
"9610","Opium extracts","opioid","II","Y",""
"9620","Opium fluid extract","opioid","II","Y",""
"9650","Opium poppy","","II","Y","Papaver somniferum"
"n/a","Opium preparations - 100 mg/(100 ml or 100 gm)","opioid","V","Y","Parepectolin, Kapectolin PG, Kaolin Pectin P.G."
"9630","Opium tincture","opioid","II","Y","Laudanum"
"9640","Opium, granulated","opioid","II","Y","Granulated opium"
"9639","Opium, powdered","opioid","II","Y","Powdered opium"
"9600","Opium, raw","opioid","II","Y","Raw opium, gum opium"
"9330","Oripavine","opioid","II","Y",""
"9852","ortho-Fluoroacryl fentanyl (N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)acrylamide)","opioid","I","Y",""
"9846","ortho-Fluorobutyryl fentanyl (N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)butyramide; also known as 2-fluorobutyryl fentanyl)","opioid","I","Y",""
"9863","ortho-Fluorofuranyl fentanyl (N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)furan-2-carboxamide)","","I","Y",""
"9853","ortho-Fluoroisobutyryl fentanyl (N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)isobutyramide)","opioid","I","Y",""
"9848","ortho-Methyl acetylfentanyl (N-(2-methylphenyl)-N-(1-phenethylpiperidin-4-yl)acetamide; also known as 2-methyl acetylfentanyl)","opioid","I","Y",""
"9820","ortho-Methyl methoxyacetyl fentanyl (2-methoxy-N-(2-methylphenyl)-N-(1-phenethylpiperidin-4-yl)acetamide)","opioid","I","Y","2-methyl methoxyacetyl fentanyl"
"4000","oxandrolone (17α-methyl-17β-hydroxy-2-oxa-5α-androstan-3-one)","steroid","III","N","Anavar, Lonavar, Oxandrin, Provitar, Vasorome"
"2835","Oxazepam","depressant","IV","N","Serax, Serenid-D"
"2839","Oxazolam","depressant","IV","N","Serenal, Convertal"
"9143","Oxycodone","opioid","II","Y","OxyContin, Percocet, Endocet, Roxicodone, Roxicet,"
"4000","oxymesterone (17α-methyl-4,17β-dihydroxyandrost-4-en-3-one)","steroid","III","N","Anamidol, Balnimax, Oranabol, Oranabol 10"
"4000","oxymetholone (17α-methyl-2-hydroxymethylene-17β-hydroxy-5α-androstan-3-one)","steroid","III","N","Anadrol-50, Adroyd, Anapolon, Anasteron, Pardroyd"
"9652","Oxymorphone","opioid","II","Y","Numorphan"
"9826","Para-chloroisobutyryl fentanyl","opioid","I","Y","N-(4-chlorophenyl)-N-(1-phenethylpiperidin-4- yl)isobutyramide"
"9854","Para-Fluoro furanyl fentanyl (N-(4-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)furan-2-carboxamide)","opioid","I","Y",""
"9823","Para-fluorobutyryl fentanyl","opioid","I","Y","N-(4-fluorophenyl)-N-(1-phenethylpiperidin-4- yl)butyramide"
"9812","Para-Fluorofentanyl","opioid","I","Y","China White, fentanyl"
"9837","Para-methoxybutyryl fentanyl","opioid","I","Y","N-(4-methoxyphenyl)-N-(1-phenethylpiperidin-4- yl)butyramide"
"9859","para-Methoxyfuranyl fentanyl (N-(4-methoxyphenyl)-N-(1-phenethylpiperidin-4-yl)furan-2-carboxamide)","","I","Y",""
"1245","Para-Methoxymethamphetamine (PMMA), 1-(4-methoxyphenyl)-N-methylpropan-2-amine","","I","N",""
"9865","para-Methylcyclopropylfentanyl (N-(4-methylphenyl)-N-(1-phenethylpiperidin-4-yl)cyclopropanecarboxamide)","","I","Y",""
"9817","Para-Methylfentanyl (N-(4-methylphenyl)-N-(1-phenethylpiperidin-4-yl)propionamide; also known as 4-methylfentanyl)","opioid","I","Y",""
"7374","Parahexyl","hallucinogen","I","N","Synhexyl"
"2585","Paraldehyde","depressant","IV","N","Paral"
"7222","PB-22 (Quinolin-8-yl 1-pentyl-1H-indole-3-carboxylate)","cannabimimetic agent","I","N","QUPIC; PB-22"
"1530","Pemoline","stimulant","IV","N","Cylert"
"9709","Pentazocine","other","IV","N","Talwin, Talwin NX, Talacen, Talwin Compound"
"1246","Pentedrone  (α-methylaminovalerophenone)","stimulant","I","N","2-(methylamino)-1-phenylpentan-1-one) (Positional Isomers: 3-methylethcathinone (3-MEC), 4-ethylmethcathinone (4-EMC), 4-methylbuphedrone (4-MeMABP;4-MeBP), 3,4-dimethylmethcathinone (3,4-DMMC),N-ethylbuphedrone (NEB),N-ethyl-N- methylcathinone(EMC))"
"2270","Pentobarbital","depressant","II","N","Nembutal"
"2271","Pentobarbital & noncontrolled active ingred.","","III","N","FP-3"
"2271","Pentobarbital suppository dosage form","","III","N","WANS"
"7542","Pentylone","stimulant","I","N","bk-MBDP; 1-(1,3-benzodioxol-5-yl)-2- (methylamino)pentan-1-one) (Positional Isomers: dibutylone (bk-DMBDB) and propylone (3',4'-methylenedioxy-N- propylaminocathinone; 1-(benzo[d][1,3]dioxol-5-yl)-2- (propylamino)propan-1-one); 2,3-methylenedioxy-α- ethyl"
"2261","Perampanel","depressant","III","N","Fycompa, [2-(2-oxo-l-phenyl- 5-pyridin-2-yl-l ,2-dihydropyridin-3-yl) benzonitrile ]"
"2591","Petrichloral","depressant","IV","N","Pentaerythritol chloral, Periclor"
"7415","Peyote","hallucinogen","I","N","Cactus which contains mescaline"
"9637","Phenadoxone","opioid","I","Y",""
"9638","Phenampromide","opioid","I","Y",""
"9715","Phenazocine","opioid","II","Y","Narphen, Prinadol"
"7471","Phencyclidine","depressant","II","N","PCP, Sernylan"
"1615","Phendimetrazine","stimulant","III","N","Plegine, Prelu-2, Bontril, Melfiat, Statobex"
"1631","Phenmetrazine","stimulant","II","N","Preludin"
"2285","Phenobarbital","depressant","IV","N","Luminal, Bellergal-S"
"9647","Phenomorphan","opioid","I","Y",""
"9641","Phenoperidine","opioid","I","Y","Operidine, Lealgin"
"1640","Phentermine","stimulant","IV","N","Ionamin, Fastin, Adipex-P, Obe-Nix, Zantryl"
"9841","Phenyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylbenzamide; also known as benzoyl fentanyl)","opioid","I","Y",""
"8501","Phenylacetone","precursor","II","N","P2P, phenyl-2-propanone, benzyl methyl ketone"
"9314","Pholcodine","cannabimimetic agent","I","Y","Copholco, Adaphol, Codisol, Lantuss, Pholcolin"
"9730","Piminodine","opioid","II","Y",""
"2883","Pinazepam","depressant","IV","N","Domar"
"1750","Pipradrol","stimulant","IV","N","Detaril, Stimolag Fortis"
"9642","Piritramide","opioid","I","Y","Piridolan"
"9650","Poppy Straw","","II","Y","Opium poppy capsules, poppy heads"
